mot,nom,count,occ_mot,occ_nom,p_nom_si_mot,p_mot_si_nom,pmi
concession,Doyen,1,8983,487,0.00011132138483802739,0.002053388090349076,1.2015466389194338
concession,Drivet,1,8983,2015,0.00011132138483802739,0.0004962779156327543,-0.8472395224135537
concession,Drumel,1,8983,1016,0.00011132138483802739,0.000984251968503937,0.1406399142296102
concession,Dréolle,1,8983,952,0.00011132138483802739,0.0010504201680672268,0.2345068376938326
concession,Delachenal,1,8983,2546,0.00011132138483802739,0.00039277297721916735,-1.1846921028995818
concession,Delamarre,1,8983,10,0.00011132138483802739,0.1,6.807396506114413
concession,Delanoue,1,8983,5709,0.00011132138483802739,0.00017516202487300754,-2.349697745993402
concession,Deligny,1,8983,12,0.00011132138483802739,0.08333333333333333,6.54436210028062
concession,Delmas,1,8983,7690,0.00011132138483802739,0.00013003901170351105,-2.779443281847413
concession,Delory,1,8983,6136,0.00011132138483802739,0.00016297262059973924,-2.4537581665011574
concession,Delpeuch,1,8983,2193,0.00011132138483802739,0.00045599635202918376,-0.9693654956718175
concession,Delport,1,8983,878,0.00011132138483802739,0.0011389521640091116,0.3512474714664178
train,Amand,1,7462,262,0.00013401232913428035,0.003816793893129771,2.3635365731768965
train,Amans,1,7462,1842,0.00013401232913428035,0.0005428881650380022,-0.4500977713769887
train,Amat,1,7462,106,0.00013401232913428035,0.009433962264150943,3.6690391201511474
train,Anatole,1,7462,2547,0.00013401232913428035,0.00039261876717707107,-0.917623669559848
train,Ancel,1,7462,4135,0.00013401232913428035,0.0002418379685610641,-1.6167120393442902
concession,Dauzon,1,8983,4771,0.00011132138483802739,0.00020959966464053657,-2.090751369982529
concession,Debaune,1,8983,3431,0.00011132138483802739,0.0002914602156805596,-1.6150888095558786
concession,Decker-David,1,8983,3844,0.00011132138483802739,0.00026014568158168577,-1.7790680197719744
concession,Doizy,1,8983,3586,0.00011132138483802739,0.0002788622420524261,-1.6788351718665988
train,Agniel,1,7462,164,0.00013401232913428035,0.006097560975609756,3.039407570096263
train,Aimé,1,7462,795,0.00013401232913428035,0.0012578616352201257,0.762148524542629
train,Aldy,1,7462,4910,0.00013401232913428035,0.00020366598778004074,-1.8645477344877086
train,Alexandre-Blanc,1,7462,2754,0.00013401232913428035,0.00036310820624546115,-1.0303532694206172
train,Alexis,1,7462,441,0.00013401232913428035,0.0022675736961451248,1.612324729156826
train,Allain-Targé,1,7462,2142,0.00013401232913428035,0.00046685340802987864,-0.6677831900359092
train,Amagat,1,7462,2663,0.00013401232913428035,0.0003755163349605708,-0.9818771384962675
concession,Dethou,1,8983,2170,0.00011132138483802739,0.0004608294930875576,-0.9541547263300656
concession,Detours,1,8983,13,0.00011132138483802739,0.07692307692307693,6.428884882860684
concession,Devins,1,8983,3896,0.00011132138483802739,0.0002566735112936345,-1.7984533610805662
concession,Dezarnaulds,1,8983,764,0.00011132138483802739,0.0013089005235602095,0.5518957729660272
concession,Dien,1,8983,100,0.00011132138483802739,0.01,3.485468411227051
concession,Dignac,1,8983,1331,0.00011132138483802739,0.0007513148009015778,-0.24897025491011585
concession,Dion,1,8983,5292,0.00011132138483802739,0.0001889644746787604,-2.2402727452769007
concession,Disleau,1,8983,4842,0.00011132138483802739,0.00020652622883106156,-2.1120627629971604
concession,Crespin,1,8983,24,0.00011132138483802739,0.041666666666666664,5.54436210028062
concession,Cros-Bonnel,1,8983,1188,0.00011132138483802739,0.0008417508417508417,-0.08499451979898995
concession,Cuttoli,1,8983,2996,0.00011132138483802739,0.0003337783711615487,-1.4194973074569748
concession,Cère,1,8983,2891,0.00011132138483802739,0.0003459010722933241,-1.3680282924752736
concession,Daladier,1,8983,1357,0.00011132138483802739,0.0007369196757553427,-0.27688040441707834
concession,Dalimier,1,8983,3392,0.00011132138483802739,0.00029481132075471697,-1.598595853561423
concession,Dalloz,1,8983,114,0.00011132138483802739,0.008771929824561403,3.2964345868370346
concession,Damas,1,8983,209,0.00011132138483802739,0.004784688995215311,2.4219654689208934
train,Artaud,1,7462,1230,0.00013401232913428035,0.0008130081300813008,0.13251697448774444
train,Astier,1,7462,4109,0.00013401232913428035,0.0002433682161109759,-1.6076120404533096
train,Aubert,1,7462,152,0.00013401232913428035,0.006578947368421052,3.1490320612707614
train,Aubigny,1,7462,2676,0.00013401232913428035,0.0003736920777279522,-0.9889028259271141
concession,Coucoureux,1,8983,953,0.00011132138483802739,0.001049317943336831,0.23299219709183394
concession,Cousin,1,8983,1630,0.00011132138483802739,0.0006134969325153375,-0.5413316481166638
concession,Coussergues,1,8983,1481,0.00011132138483802739,0.0006752194463200541,-0.4030313242870716
concession,Couteaux,1,8983,1237,0.00011132138483802739,0.0008084074373484236,-0.14330518397459388
train,Archdeacon,1,7462,1284,0.00013401232913428035,0.000778816199376947,0.07053008759204356
train,Arenberg,1,7462,3507,0.00013401232913428035,0.00028514399771884804,-1.379062140538466
train,Argeliès,1,7462,4698,0.00013401232913428035,0.00021285653469561516,-1.8008714232978502
train,Armez,1,7462,7893,0.00013401232913428035,0.00012669453946534905,-2.5493984591726986
train,Arnal,1,7462,1038,0.00013401232913428035,0.0009633911368015414,0.3773688463564658
train,Arnaud,1,7462,171,0.00013401232913428035,0.005847953216374269,2.979107059828449
train,Arnault,1,7462,1078,0.00013401232913428035,0.0009276437847866419,0.32281811196184135
train,Arsène,1,7462,24,0.00013401232913428035,0.041666666666666664,5.811997073993191
concession,Deléglise,1,8983,2996,0.00011132138483802739,0.0003337783711615487,-1.4194973074569748
concession,Demoulin,1,8983,950,0.00011132138483802739,0.0010526315789473684,0.23754089778346593
concession,Deniau,1,8983,2376,0.00011132138483802739,0.00042087542087542086,-1.0849945197989899
train,Anselme,1,7462,1910,0.00013401232913428035,0.0005235602094240838,-0.5023973482087642
train,Anthime,1,7462,3419,0.00013401232913428035,0.0002924831822170225,-1.3423991327190479
train,Anthime-Ménard,1,7462,2952,0.00013401232913428035,0.00033875338753387534,-1.1305174313460493
train,Arago,1,7462,3825,0.00013401232913428035,0.00026143790849673205,-1.5042844577530297
train,Archambeaud,1,7462,1608,0.00013401232913428035,0.0006218905472636816,-0.25409211646458185
concession,Codet,1,8983,5360,0.00011132138483802739,0.00018656716417910448,-2.258692684343359
concession,Colle,1,8983,1539,0.00011132138483802739,0.000649772579597141,-0.4584529153264342
concession,Condé,1,8983,329,0.00011132138483802739,0.00303951367781155,1.7673808272665343
concession,Cordier,1,8983,1959,0.00011132138483802739,0.0005104645227156713,-0.806577081265811
concession,Coreil,1,8983,1157,0.00011132138483802739,0.000864304235090752,-0.046848548105713865
concession,Corne,1,8983,107,0.00011132138483802739,0.009345794392523364,3.3878576146006294
concession,Cosnard,1,8983,887,0.00011132138483802739,0.0011273957158962795,0.3365343067007121
concession,Cotte,1,8983,484,0.00011132138483802739,0.002066115702479339,1.2104613637271815
train,Ballue,1,7462,2372,0.00013401232913428035,0.00042158516020236085,-0.814928719831657
train,Balsan,1,7462,4391,0.00013401232913428035,0.0002277385561375541,-1.7033742444121949
train,Baragnon,1,7462,24,0.00013401232913428035,0.041666666666666664,5.811997073993191
train,Barra,1,7462,135,0.00013401232913428035,0.007407407407407408,3.3201439776635158
concession,Cluseret,1,8983,3269,0.00011132138483802739,0.0003059039461609055,-1.54530906076549
concession,Cluzel,1,8983,244,0.00011132138483802739,0.004098360655737705,2.1985872634388897
concession,Clément,1,8983,8416,0.00011132138483802739,0.0001188212927756654,-2.909594388290526
concession,Coache,1,8983,3712,0.00011132138483802739,0.00026939655172413793,-1.7286563941257962
train,Aumale,1,7462,171,0.00013401232913428035,0.005847953216374269,2.979107059828449
train,Auricoste,1,7462,1489,0.00013401232913428035,0.000671591672263264,-0.14316846386775328
train,Aussoleil,1,7462,990,0.00013401232913428035,0.00101010101010101,0.4456748597473747
train,Azémar,1,7462,117,0.00013401232913428035,0.008547008547008548,3.5265948551309423
train,Bagnol,1,7462,1181,0.00013401232913428035,0.000846740050804403,0.1911663253171894
train,Bail-Maignan,1,7462,472,0.00013401232913428035,0.00211864406779661,1.5143165253525055
train,Balandreau,1,7462,4082,0.00013401232913428035,0.0002449779519843214,-1.5981008923183724
train,Ballu,1,7462,1357,0.00013401232913428035,0.0007369196757553427,-0.009245430704507486
concession,Daniel,1,8983,8043,0.00011132138483802739,0.00012433171702101205,-2.8441934037019414
concession,Darblay,1,8983,2414,0.00011132138483802739,0.00041425020712510354,-1.1078853597532454
concession,Darlan,1,8983,2333,0.00011132138483802739,0.0004286326618088298,-1.0586459909824233
concession,Datas,1,8983,526,0.00011132138483802739,0.0019011406844106464,1.0904056117094736
concession,Daudet,1,8983,5209,0.00011132138483802739,0.0001919754271453254,-2.2174661207489264
train,Auffray,1,7462,2314,0.00013401232913428035,0.000432152117545376,-0.7792135743931432
train,Augustin,1,7462,1742,0.00013401232913428035,0.000574052812858783,-0.3695693338845178
train,Aulan,1,7462,1412,0.00013401232913428035,0.000708215297450425,-0.06656479855683343
concession,Cazeneuve,1,8983,3110,0.00011132138483802739,0.0003215434083601286,-1.4733742640161887
concession,Cazenove,1,8983,2386,0.00011132138483802739,0.00041911148365465214,-1.0910537266934521
concession,Cazes,1,8983,5053,0.00011132138483802739,0.00019790223629527012,-2.1735998636161766
concession,Chabrié,1,8983,3530,0.00011132138483802739,0.00028328611898016995,-1.6561278671567667
concession,Chabrun,1,8983,1171,0.00011132138483802739,0.0008539709649871904,-0.06420075949943894
concession,Chagot,1,8983,36,0.00011132138483802739,0.027777777777777776,4.959399599559464
concession,Chaigne,1,8983,2152,0.00011132138483802739,0.00046468401486988845,-0.9421377615548483
concession,Chailley,1,8983,1933,0.00011132138483802739,0.0005173305742369374,-0.7873013212094596
train,Batiot,1,7462,2377,0.00013401232913428035,0.00042069835927639884,-0.817966613228088
train,Baudouin,1,7462,136,0.00013401232913428035,0.007352941176470588,3.309496733464007
train,Bazille,1,7462,2431,0.00013401232913428035,0.00041135335252982314,-0.8503746033143821
train,Bellanger,1,7462,18,0.00013401232913428035,0.05555555555555555,6.227034573272034
train,Belon,1,7462,713,0.00013401232913428035,0.001402524544179523,0.9192013082704585
concession,Catalogne,1,8983,940,0.00011132138483802739,0.0010638297872340426,0.25280765443677633
concession,Cauvin,1,8983,2341,0.00011132138483802739,0.00042716787697565144,-1.0635846181102369
concession,Cavalié,1,8983,2212,0.00011132138483802739,0.0004520795660036166,-0.9818110692329309
concession,Claudinon,1,8983,2212,0.00011132138483802739,0.0004520795660036166,-0.9818110692329309
concession,Clausel,1,8983,1565,0.00011132138483802739,0.0006389776357827476,-0.4826223408182046
concession,Claye,1,8983,1470,0.00011132138483802739,0.0006802721088435374,-0.3922758387219509
train,Barrès,1,7462,3064,0.00013401232913428035,0.00032637075718015666,-1.1842410072106102
train,Barré,1,7462,1271,0.00013401232913428035,0.0007867820613690008,0.08521125970938773
train,Barthélemy,1,7462,1883,0.00013401232913428035,0.0005310674455655868,-0.4818577098998816
train,Bartissol,1,7462,2827,0.00013401232913428035,0.00035373187124159886,-1.0680965931168287
train,Baréty,1,7462,1260,0.00013401232913428035,0.0007936507936507937,0.0977515563270677
concession,Chastanet,1,8983,302,0.00011132138483802739,0.0033112582781456954,1.8909198616766971
concession,Chateau,1,8983,684,0.00011132138483802739,0.0014619883040935672,0.7114720861158781
concession,Chaudey,1,8983,1697,0.00011132138483802739,0.0005892751915144372,-0.5994462485408876
concession,Chaussy,1,8983,1524,0.00011132138483802739,0.0006561679790026247,-0.4443225864915459
concession,Chesnelong,1,8983,17,0.00011132138483802739,0.058823529411764705,6.041861759751437
concession,Chollet,1,8983,1329,0.00011132138483802739,0.0007524454477050414,-0.2468007882743986
concession,Christophle,1,8983,5027,0.00011132138483802739,0.00019892580067634773,-2.1661573726935908
concession,Clapot,1,8983,1878,0.00011132138483802739,0.0005324813631522897,-0.7456567466519985
train,Blin,1,7462,2293,0.00013401232913428035,0.0004361098996947231,-0.7660610648664468
train,Bocher,1,7462,56,0.00013401232913428035,0.017857142857142856,4.5896046526567424
concession,Brogly,1,8983,940,0.00011132138483802739,0.0010638297872340426,0.25280765443677633
concession,Brossard,1,8983,650,0.00011132138483802739,0.0015384615384615385,0.785028693085959
concession,Brugeilles,1,8983,914,0.00011132138483802739,0.0010940919037199124,0.29327424594370627
concession,Brugnot,1,8983,1750,0.00011132138483802739,0.0005714285714285715,-0.6438146057179153
concession,Buisset,1,8983,2078,0.00011132138483802739,0.00048123195380173246,-0.8916553379024358
concession,Bussière,1,8983,2710,0.00011132138483802739,0.00036900369003690036,-1.274752535239458
concession,Castel,1,8983,1251,0.00011132138483802739,0.0007993605115907274,-0.15954147316404382
train,Benoît,1,7462,190,0.00013401232913428035,0.005263157894736842,2.8271039663833992
train,Berlet,1,7462,367,0.00013401232913428035,0.0027247956403269754,1.8773233218711338
train,Berthet,1,7462,3182,0.00013401232913428035,0.00031426775612822125,-1.2387585456167012
train,Billot,1,7462,416,0.00013401232913428035,0.002403846153846154,1.6965198565732547
train,Billy,1,7462,34,0.00013401232913428035,0.029411764705882353,5.309496733464007
train,Bizot,1,7462,5477,0.00013401232913428035,0.00018258170531312764,-2.0222105903141903
train,Blancsubé,1,7462,1303,0.00013401232913428035,0.0007674597083653108,0.04933820614621204
concession,Calvinhac,1,8983,4198,0.00011132138483802739,0.00023820867079561695,-1.9061618502903783
concession,Camelle,1,8983,1574,0.00011132138483802739,0.0006353240152477764,-0.4908952245057105
concession,Canda,1,8983,10,0.00011132138483802739,0.1,6.807396506114413
concession,Cardon,1,8983,1606,0.00011132138483802739,0.0006226650062266501,-0.5199315765155385
concession,Carlier,1,8983,917,0.00011132138483802739,0.0010905125408942203,0.2885466774067216
concession,Caron,1,8983,1015,0.00011132138483802739,0.0009852216748768472,0.14206058892923748
concession,Cassadou,1,8983,1535,0.00011132138483802739,0.0006514657980456026,-0.45469833925576586
concession,Castanet,1,8983,5,0.00011132138483802739,0.2,7.807396506114413
concession,Chalamel,1,8983,956,0.00011132138483802739,0.0010460251046025104,0.2284577930210274
concession,Chalamet,1,8983,344,0.00011132138483802739,0.0029069767441860465,1.703059846299678
concession,Chambon,1,8983,2904,0.00011132138483802739,0.0003443526170798898,-1.3745011369939748
concession,Champeaux,1,8983,38,0.00011132138483802739,0.02631578947368421,4.881397087558191
concession,Charles-Gras,1,8983,1414,0.00011132138483802739,0.0007072135785007072,-0.3362418038076227
concession,Charton,1,8983,20,0.00011132138483802739,0.05,5.807396506114413
concession,Calary,1,8983,1310,0.00011132138483802739,0.0007633587786259542,-0.22602649542303685
concession,Calla,1,8983,533,0.00011132138483802739,0.001876172607879925,1.0713328782426002
train,Boscher-Delangle,1,7462,868,0.00013401232913428035,0.001152073732718894,0.6354083422698674
train,Bouat,1,7462,96,0.00013401232913428035,0.010416666666666666,3.8119970739931905
train,Boudenoot,1,7462,3985,0.00013401232913428035,0.0002509410288582183,-1.5634044341634876
train,Bougon,1,7462,107,0.00013401232913428035,0.009345794392523364,3.6554925883131997
concession,Bonniard,1,8983,2908,0.00011132138483802739,0.000343878954607978,-1.3764869529178183
concession,Borgne,1,8983,1988,0.00011132138483802739,0.0005030181086519115,-0.8277774405605102
concession,Bories,1,8983,638,0.00011132138483802739,0.001567398119122257,0.8119119872369068
concession,Bort,1,8983,120,0.00011132138483802739,0.008333333333333333,3.2224340053932576
concession,Briens,1,8983,1314,0.00011132138483802739,0.00076103500761035,-0.2304249593205535
concession,Bringer,1,8983,888,0.00011132138483802739,0.0011261261261261261,0.33490873465167
concession,Broglie,1,8983,3461,0.00011132138483802739,0.0002889338341519792,-1.6276486251636717
train,Boissard,1,7462,973,0.00013401232913428035,0.0010277492291880781,0.47066357993323515
train,Bonaparte,1,7462,358,0.00013401232913428035,0.002793296089385475,1.9131437974500902
train,Boni,1,7462,3359,0.00013401232913428035,0.00029770765108663293,-1.3168565055201518
train,Borda,1,7462,44,0.00013401232913428035,0.022727272727272728,4.93752795607705
train,Borgnet,1,7462,1188,0.00013401232913428035,0.0008417508417508417,0.1826404539135809
concession,Bouvier,1,8983,1182,0.00011132138483802739,0.0008460236886632825,-0.07768971917575655
concession,Bozérian,1,8983,3588,0.00011132138483802739,0.0002787068004459309,-1.6796395739174852
concession,Braibant,1,8983,2057,0.00011132138483802739,0.0004861448711716091,-0.8770014775231577
concession,Brandon,1,8983,42,0.00011132138483802739,0.023809523809523808,4.737007178223015
concession,Braud,1,8983,4454,0.00011132138483802739,0.000224517287831163,-1.9915612417860138
concession,Breil,1,8983,2868,0.00011132138483802739,0.0003486750348675035,-1.3565047077001287
concession,Breteuil,1,8983,1575,0.00011132138483802739,0.0006349206349206349,-0.4918115122728651
concession,Breuil,1,8983,793,0.00011132138483802739,0.0012610340479192938,0.49814754529779764
concession,Butin,1,8983,1945,0.00011132138483802739,0.0005141388174807198,-0.7962298388717783
concession,Buvignier,1,8983,2204,0.00011132138483802739,0.00045372050816696913,-0.9765839075693815
concession,Béraud,1,8983,417,0.00011132138483802739,0.002398081534772182,1.4254210275571122
concession,Cabannes,1,8983,30,0.00011132138483802739,0.03333333333333333,5.222434005393257
concession,Bousquet,1,8983,1815,0.00011132138483802739,0.0005509641873278236,-0.6964292318813371
concession,Boutard,1,8983,3006,0.00011132138483802739,0.00033266799733865603,-1.4243046929145886
concession,Boutton,1,8983,730,0.00011132138483802739,0.0013698630136986301,0.6175719472343963
concession,Bouvattier,1,8983,1118,0.00011132138483802739,0.0008944543828264759,0.002620128158585772
concession,Bisaccia,1,8983,988,0.00011132138483802739,0.0010121457489878543,0.18095736941709833
concession,Blaisot,1,8983,3254,0.00011132138483802739,0.00030731407498463427,-1.5386739346707519
concession,Blanchard,1,8983,482,0.00011132138483802739,0.002074688796680498,1.2164352647718144
concession,Blandin,1,8983,1710,0.00011132138483802739,0.0005847953216374269,-0.6104560087714844
concession,Blatin,1,8983,939,0.00011132138483802739,0.0010649627263045794,0.2543432533480015
concession,Bluysen,1,8983,2712,0.00011132138483802739,0.0003687315634218289,-1.275816862134568
concession,Boissy,1,8983,3687,0.00011132138483802739,0.00027122321670735016,-1.7189071000920417
concession,Bompard,1,8983,1359,0.00011132138483802739,0.0007358351729212656,-0.27900513976561525
train,Bravet,1,7462,242,0.00013401232913428035,0.004132231404958678,2.478096337439752
train,Brecq,1,7462,1804,0.00013401232913428035,0.0005543237250554324,-0.4200240485410342
train,Breteuil,1,7462,1575,0.00013401232913428035,0.0006349206349206349,-0.22417653856029454
train,Bretin,1,7462,1838,0.00013401232913428035,0.000544069640914037,-0.4469614765746878
train,Briens,1,7462,1314,0.00013401232913428035,0.00076103500761035,0.03721001439201707
concession,Bienvenue,1,8983,84,0.00011132138483802739,0.011904761904761904,3.7370071782230156
concession,Biliais,1,8983,2604,0.00011132138483802739,0.00038402457757296467,-1.2171891321638595
concession,Bimorel,1,8983,1542,0.00011132138483802739,0.0006485084306095979,-0.46126244891325824
concession,Bourdonnaye,1,8983,4444,0.00011132138483802739,0.000225022502250225,-1.988318500387316
concession,Bourgoin,1,8983,1151,0.00011132138483802739,0.0008688097306689834,-0.0393475171304545
train,Bourdon,1,7462,2417,0.00013401232913428035,0.0004137360364087712,-0.842042183051236
train,Bourdonnaye,1,7462,4444,0.00013401232913428035,0.000225022502250225,-1.7206835266747453
train,Bourguet,1,7462,842,0.00013401232913428035,0.0011876484560570072,0.6792831516479507
train,Bouvattier,1,7462,1118,0.00013401232913428035,0.0008944543828264759,0.27025510187115653
train,Bouvet,1,7462,1040,0.00013401232913428035,0.0009615384615384616,0.3745917616858923
train,Branche,1,7462,798,0.00013401232913428035,0.0012531328320802004,0.7567146384920009
concession,Bory,1,8983,2741,0.00011132138483802739,0.00036483035388544326,-1.291162011823999
concession,Bosquette,1,8983,2283,0.00011132138483802739,0.0004380201489268506,-1.0273905432229258
concession,Bouchet,1,8983,1008,0.00011132138483802739,0.000992063492063492,0.15204467750185954
concession,Bouhey,1,8983,1794,0.00011132138483802739,0.0005574136008918618,-0.6796395739174852
concession,Bouhey-Allex,1,8983,1544,0.00011132138483802739,0.0006476683937823834,-0.4631324362663044
concession,Bouilloux-Lafont,1,8983,1644,0.00011132138483802739,0.0006082725060827251,-0.5536699826799067
concession,Boullay,1,8983,1476,0.00011132138483802739,0.0006775067750677507,-0.39815240505862004
concession,Bourdon,1,8983,2417,0.00011132138483802739,0.0004137360364087712,-1.1096771567638066
concession,Barré,1,8983,1271,0.00011132138483802739,0.0007867820613690008,-0.18242371400318305
concession,Bartholoni,1,8983,850,0.00011132138483802739,0.001176470588235294,0.39800556997671177
concession,Bartissol,1,8983,2827,0.00011132138483802739,0.00035373187124159886,-1.3357315668293994
concession,Batie,1,8983,644,0.00011132138483802739,0.0015527950310559005,0.7984077228871591
concession,Batiot,1,8983,2377,0.00011132138483802739,0.00042069835927639884,-1.0856015869406588
concession,Baudet,1,8983,5951,0.00011132138483802739,0.00016803898504453034,-2.4095918014623368
concession,Bazin,1,8983,32,0.00011132138483802739,0.03125,5.129324601001776
concession,Bazire,1,8983,898,0.00011132138483802739,0.0011135857461024498,0.3187529662606289
train,Béraud,1,7462,417,0.00013401232913428035,0.002398081534772182,1.6930560012696831
train,Cadet,1,7462,728,0.00013401232913428035,0.0013736263736263737,0.8891649345156506
train,Calla,1,7462,533,0.00013401232913428035,0.001876172607879925,1.3389678519551707
concession,Baltet,1,8983,1686,0.00011132138483802739,0.0005931198102016608,-0.5900642199403062
concession,Bancel,1,8983,9396,0.00011132138483802739,0.00010642826734780758,-3.0685063970104207
concession,Barascud,1,8983,1690,0.00011132138483802739,0.000591715976331361,-0.5934829301677708
concession,Barbé,1,8983,1224,0.00011132138483802739,0.0008169934640522876,-0.12806324169087596
concession,Barodet,1,8983,3611,0.00011132138483802739,0.00027693159789531985,-1.688858103946864
train,Brindeau,1,7462,5047,0.00013401232913428035,0.00019813750743015652,-1.9042507965840798
train,Brocard,1,7462,120,0.00013401232913428035,0.008333333333333333,3.4900689791058284
train,Brogly,1,7462,940,0.00013401232913428035,0.0010638297872340426,0.520442628149347
train,Burnet,1,7462,819,0.00013401232913428035,0.001221001221001221,0.7192399330733382
train,Bury,1,7462,612,0.00013401232913428035,0.0016339869281045752,1.1395717320216951
train,Butin,1,7462,1945,0.00013401232913428035,0.0005141388174807198,-0.5285948651592077
train,Bénigne,1,7462,63,0.00013401232913428035,0.015873015873015872,4.41967965121443
train,Bénézech,1,7462,2814,0.00013401232913428035,0.00035536602700781805,-1.061447038522186
concession,Bonaparte,1,8983,358,0.00011132138483802739,0.002793296089385475,1.6455088237375197
concession,Bonnel,1,8983,1286,0.00011132138483802739,0.0007776049766718507,-0.19935032632617114
concession,Belcastel,1,8983,2273,0.00011132138483802739,0.0004399472063352398,-1.021057367816072
concession,Benoit,1,8983,838,0.00011132138483802739,0.0011933174224343676,0.41851816730242425
concession,Bergeon,1,8983,1310,0.00011132138483802739,0.0007633587786259542,-0.22602649542303685
concession,Berlet,1,8983,367,0.00011132138483802739,0.0027247956403269754,1.609688348158563
concession,Berthoulat,1,8983,1450,0.00011132138483802739,0.000689655172413793,-0.37251258390052083
concession,Berton,1,8983,1375,0.00011132138483802739,0.0007272727272727272,-0.2958913022976082
concession,Anatole,1,8983,2547,0.00011132138483802739,0.00039261876717707107,-1.1852586432724186
concession,Ancel,1,8983,4135,0.00011132138483802739,0.0002418379685610641,-1.884347013056861
concession,Ange,1,8983,105,0.00011132138483802739,0.009523809523809525,3.4150790833356535
concession,Anglas,1,8983,3952,0.00011132138483802739,0.00025303643724696357,-1.8190426305829017
concession,Angoulvant,1,8983,143,0.00011132138483802739,0.006993006993006993,2.9694532642233864
concession,Ansart,1,8983,682,0.00011132138483802739,0.001466275659824047,0.7156966719776037
concession,Anthime,1,8983,3419,0.00011132138483802739,0.0002924831822170225,-1.6100341064316184
concession,Anthime-Ménard,1,8983,2952,0.00011132138483802739,0.00033875338753387534,-1.39815240505862
train,Canavelli,1,7462,1584,0.00013401232913428035,0.0006313131313131314,-0.232397045365263
train,Canet,1,7462,1200,0.00013401232913428035,0.0008333333333333334,0.16814088421846585
train,Carrier,1,7462,97,0.00013401232913428035,0.010309278350515464,3.7970467325272192
train,Carré-Bonvalet,1,7462,726,0.00013401232913428035,0.0013774104683195593,0.8931338367185959
train,Cazalet,1,7462,1886,0.00013401232913428035,0.0005302226935312832,-0.4841543859607497
train,Cazals,1,7462,2002,0.00013401232913428035,0.0004995004995004995,-0.5702666841216469
train,Cazeaux,1,7462,3540,0.00013401232913428035,0.0002824858757062147,-1.3925740702560132
train,Cazeaux-Cazalet,1,7462,1578,0.00013401232913428035,0.0006337135614702154,-0.22692191529911165
concession,Bachimont,1,8983,5977,0.00011132138483802739,0.00016730801405387318,-2.415881226423829
concession,Baduel,1,8983,2638,0.00011132138483802739,0.0003790750568612585,-1.2359042482497686
concession,Bagneux,1,8983,1929,0.00011132138483802739,0.0005184033177812338,-0.7843128270473274
concession,Balitrand,1,8983,4047,0.00011132138483802739,0.00024709661477637757,-1.8533125326676476
train,Calmon,1,7462,220,0.00013401232913428035,0.004545454545454545,2.615599861189687
train,Camelle,1,7462,1574,0.00013401232913428035,0.0006353240152477764,-0.22326025079313977
train,Camuzet,1,7462,5177,0.00013401232913428035,0.00019316206297083252,-1.9409410281465806
train,Camélinat,1,7462,1430,0.00013401232913428035,0.0006993006993006993,-0.08483985695140504
concession,Astier,1,8983,4109,0.00011132138483802739,0.0002433682161109759,-1.8752470141658804
concession,Aubert,1,8983,152,0.00011132138483802739,0.006578947368421052,2.8813970875581902
concession,Augustin,1,8983,1742,0.00011132138483802739,0.000574052812858783,-0.6372043075970887
concession,Augère,1,8983,506,0.00011132138483802739,0.001976284584980237,1.146331026307466
concession,Aulan,1,8983,1412,0.00011132138483802739,0.000708215297450425,-0.33419977226940434
concession,Aumale,1,8983,171,0.00011132138483802739,0.005847953216374269,2.711472086115878
concession,Auricoste,1,8983,1489,0.00011132138483802739,0.000671591672263264,-0.41080343758032395
concession,Azy,1,8983,22,0.00011132138483802739,0.045454545454545456,5.669892982364479
concession,Albert-Poulain,1,8983,4099,0.00011132138483802739,0.00024396194193705782,-1.8717316736330025
concession,Alcée,1,8983,750,0.00011132138483802739,0.0013333333333333333,0.5785778156185327
concession,Alexander,1,8983,2,0.00011132138483802739,0.5,9.129324601001775
concession,Alexis,1,8983,441,0.00011132138483802739,0.0022675736961451248,1.3446897554442556
concession,Allègre,1,8983,149,0.00011132138483802739,0.006711409395973154,2.9101560805396147
concession,Altorffer,1,8983,593,0.00011132138483802739,0.0016863406408094434,0.9174363064557725
concession,Amagat,1,8983,2663,0.00011132138483802739,0.0003755163349605708,-1.2495121122088382
concession,Amiard,1,8983,2587,0.00011132138483802739,0.00038654812524159255,-1.207739737682965
train,Charpentier,1,7462,5538,0.00013401232913428035,0.00018057060310581438,-2.0381897636525834
train,Chassaigne-Goyon,1,7462,945,0.00013401232913428035,0.0010582010582010583,0.5127890556059118
train,Chaudey,1,7462,1697,0.00013401232913428035,0.0005892751915144372,-0.3318112748283168
train,Chaussier,1,7462,3379,0.00013401232913428035,0.0002959455460195324,-1.3254210604494547
train,Chauvière,1,7462,5110,0.00013401232913428035,0.00019569471624266145,-1.922148001110637
concession,Agniel,1,8983,164,0.00011132138483802739,0.006097560975609756,2.7717725963836926
concession,Aguillon,1,8983,24,0.00011132138483802739,0.041666666666666664,5.54436210028062
concession,Aimé,1,8983,795,0.00011132138483802739,0.0012578616352201257,0.4945135508300583
train,Chabrun,1,7462,1171,0.00013401232913428035,0.0008539709649871904,0.20343421421313143
train,Chaigne,1,7462,2152,0.00013401232913428035,0.00046468401486988845,-0.6745027878422772
train,Chaix,1,7462,1150,0.00013401232913428035,0.0008695652173913044,0.22954142888260914
