mot,nom,count,occ_mot,occ_nom,p_nom_si_mot,p_mot_si_nom,pmi
rachat,Long,28,6357,11819,0.004404593361648577,0.0023690667569168287,1.9067104140119011
travaux publics,Alicot,28,50480,5089,0.0005546751188589541,0.005502063273727648,0.13307037574162095
charge,Roux,28,21218,11968,0.0013196342727872562,0.002339572192513369,0.14976562733465723
rivière,Loustalot,28,4363,3992,0.006417602567041027,0.0070140280561122245,4.015660377874971
charge,Plichon,28,21218,12143,0.0013196342727872562,0.0023058552252326445,0.12882281569711493
ligne,Cornudet,28,24938,11517,0.001122784505573823,0.0024311886776070156,-0.027874350790182988
compagnie,Betoulle,28,41266,7284,0.0006785246934522367,0.003844041735310269,-0.09352004660110302
transport,Marchand,28,11740,1873,0.002385008517887564,0.014949279231179925,3.6793811693482708
chenal,Mairat,28,1782,2593,0.015712682379349047,0.010798303123794832,5.929973029213514
prix,Justin,28,56952,7240,0.0004916420845624386,0.0038674033149171273,-0.5495717262969411
gare,Vallée,28,7347,3897,0.00381107935211651,0.00718501411342058,3.2985733661345593
prix,Josse,28,56952,3466,0.0004916420845624386,0.008078476630121177,0.513146316513457
eaux,Alexandre,28,11255,18291,0.00248778320746335,0.0015308075009567547,0.45253637386958767
chemin de fer,Rouvier,28,13455,9494,0.0020810107766629504,0.002949231093322098,1.141006036631519
réseau,Sage,28,17187,3154,0.001629138302205155,0.008877615726062143,2.3776640736448664
tarif,Gustave,28,26583,18476,0.001053304743633149,0.0015154795410261962,-0.8019199966327385
tarif,Guyot,28,26583,12685,0.001053304743633149,0.002207331493890422,-0.2593910647350032
frais,Paisant,28,37259,3545,0.0007514962827773155,0.007898448519040903,1.0927898958261177
économie,Edouard,28,10667,33410,0.0026249179713133965,0.0008380724334031727,-0.3391980880901342
frais,Mirman,28,37259,6126,0.0007514962827773155,0.004570682337577538,0.3036301563540387
transport,Terme,28,11740,9373,0.002385008517887564,0.002987303958177745,1.3562211862094016
onn,Paul,28,1433,131300,0.019539427773900907,0.00021325209444021326,0.5823308566589733
travaux publics,Treignier,28,50480,4193,0.0005546751188589541,0.00667779632721202,0.4124697368724297
rivière,Javal,28,4363,2988,0.006417602567041027,0.009370816599732263,4.433591950422994
prix,Cautru,28,56952,2285,0.0004916420845624386,0.01225382932166302,1.1142238057281946
trafic,Barthe,28,5163,13088,0.005423203563819485,0.002139364303178484,2.059710225885622
tarif,Lafont,28,26583,15239,0.001053304743633149,0.0018373909049150207,-0.5240357800295127
rivière,Bussat,28,4363,3016,0.006417602567041027,0.009283819628647215,4.4201356699435665
levée,Jaurès,28,5853,26057,0.004783871518879207,0.0010745672947768353,0.8853172059106534
trains,Coutant,28,6378,4965,0.004390090937597993,0.005639476334340383,3.1531947569207337
eau,Ribot,28,14658,13762,0.0019102196752626551,0.002034587995930824,0.48185796420213356
économie,André,28,10667,37455,0.0026249179713133965,0.0007475637431584568,-0.5040764274045323
chenal,Roblin,28,1782,3242,0.015712682379349047,0.00863664404688464,5.607711144549268
levée,Mauger,28,5853,7151,0.004783871518879207,0.003915536288630961,2.7507712902841015
exploitation,Raynal,28,23160,4651,0.0012089810017271157,0.006020210707374758,1.3869882841875203
chenal,Basly,28,1782,12369,0.015712682379349047,0.0022637238256932655,3.675938273457588
prix,Hugues,28,56952,13672,0.0004916420845624386,0.002047981275599766,-1.4667344260025126
prix,Ignace,28,56952,3158,0.0004916420845624386,0.008866371120962635,0.6474067998133897
chenal,Marietton,28,1782,2081,0.015712682379349047,0.013455069678039404,6.2473182703314745
frais,Andrieux,28,37259,7174,0.0007514962827773155,0.0039029829941455256,0.07579777799547165
avantage,Sage,28,9943,3154,0.0028160514935130243,0.008877615726062143,3.167228705004257
frais,Armez,28,37259,7893,0.0007514962827773155,0.003547447105029773,-0.0619982259340491
lutte,Ribot,28,6409,13762,0.004368856295833983,0.002034587995930824,1.6753750586715423
transport,Pelletan,28,11740,16445,0.002385008517887564,0.0017026451809060504,0.5451549658685516
prix,Claude,28,56952,6276,0.0004916420845624386,0.004461440407903123,-0.3434273812944708
prix,Chéron,28,56952,4137,0.0004916420845624386,0.00676818950930626,0.25783301343848997
levée,Armez,28,5853,7893,0.004783871518879207,0.003547447105029773,2.6083425443715025
levée,Albin,28,5853,7657,0.004783871518879207,0.0036567846415045055,2.6521370362869954
levée,Alsace,28,5853,11385,0.004783871518879207,0.0024593763724198507,2.0798539072345634
avantage,Bail,28,9943,9430,0.0028160514935130243,0.0029692470837751855,1.5871535942323083
rachat,Beauregard,28,6357,14509,0.004404593361648577,0.0019298366531118616,1.610870300606563
transports,Morel,28,13101,19659,0.0021372414319517593,0.0014242840429319905,0.12936950797602242
canal,Guyot,28,8097,12685,0.0034580708904532543,0.002207331493890422,1.4556534804494214
ligne,Clos,28,24938,5000,0.001122784505573823,0.0056,1.1758906152284732
prix,Cosnier,28,56952,3592,0.0004916420845624386,0.0077951002227171495,0.4616306209324796
expédition,Hérissé,28,6055,10272,0.004624277456647399,0.0027258566978193145,2.1793204098847365
travaux publics,Boret,28,50480,3771,0.0005546751188589541,0.007425086184036065,0.5655054165771554
chenal,Groussier,28,1782,9495,0.015712682379349047,0.0029489204844655083,4.057427235029949
trafic,Pierre,28,5163,64077,0.005423203563819485,0.0004369742653370164,-0.23185172498495155
tarif,Andrieu,28,26583,5304,0.001053304743633149,0.005279034690799397,0.9985797741037105
eaux,Pourquery,28,11255,7661,0.00248778320746335,0.0036548753426445635,1.7080656993384977
chemin de fer,Turrel,28,13455,4692,0.0020810107766629504,0.005967604433077579,2.1578190730324427
frais,Bancel,28,37259,9396,0.0007514962827773155,0.002979991485738612,-0.31347119005920054
ports,Rieunier,28,14155,3257,0.001978099611444719,0.008596868283696654,2.6113090083997177
frais,Berger,28,37259,10846,0.0007514962827773155,0.0025815969020837174,-0.5205156470622123
charge,Loucheur,28,21218,3617,0.0013196342727872562,0.007741222007188278,1.8760822045665198
lit,Blanc,28,4519,18918,0.006196061075459172,0.0014800718892060472,1.7204013445132365
canal,François,27,8097,36902,0.0033345683586513525,0.0007316676602894152,-0.13738942906267276
chenal,Andrieu,27,1782,5304,0.015151515151515152,0.005090497737556561,4.845047040060085
avantage,François,27,9943,36902,0.002715478225887559,0.0007316676602894152,-0.43368315866862894
lutte,Espérance,27,6409,1960,0.004212825713839912,0.013775510204081633,4.434672228173021
ligne,Denis,27,24938,7864,0.0010826850589461866,0.0034333672431332654,0.4700879685432065
prix,Leroux,27,56952,1072,0.0004740834386852086,0.025186567164179104,2.1536456453217188
chenal,Guernier,27,1782,4168,0.015151515151515152,0.0064779270633397315,5.192772537894165
travaux publics,Lacombe,27,50480,4273,0.00053486529318542,0.006318745611982214,0.33273583014357216
chenal,Gioux,27,1782,2223,0.015151515151515152,0.012145748987854251,6.099619867145683
frais,Audiffred,27,37259,4982,0.0007246571298209828,0.005419510236852669,0.5493830818180244
eaux,Saint-Germain,27,11255,3702,0.0023989338071968014,0.007293354943273906,2.7048261054825034
maritime,Félix,27,8890,15936,0.003037120359955006,0.001694277108433735,0.9392240859093821
eau,Foyer,27,14658,2364,0.0018419975440032747,0.011421319796954314,2.97077875252865
levée,Dupuy,27,5853,15067,0.0046130189646335215,0.001791995752306365,1.6231285892168488
tarif,Basly,27,26583,12369,0.0010156867170748223,0.00218287654620422,-0.2754638322870584
concession,Deloncle,27,8983,9059,0.0030056773906267393,0.0029804614195827355,1.7390760148834878
travaux publics,Maillard,27,50480,2662,0.00053486529318542,0.0101427498121713,1.0154745759127919
eau,Fouquet,27,14658,9084,0.0018419975440032747,0.00297225891677675,1.0286810819992949
concession,Maison,27,8983,11521,0.0030056773906267393,0.0023435465671382692,1.3922337783262346
prix,Delattre,27,56952,3171,0.0004740834386852086,0.008514664143803218,0.5890126736756519
port,Vaux,27,15903,4002,0.001697792869269949,0.006746626686656672,2.0936769437949247
réseau,Dumont,27,17187,12998,0.0015709547914121139,0.0020772426527158024,0.282161565896341
ligne,Proust,27,24938,5638,0.0010826850589461866,0.00478893224547712,0.9501678123133651
remorquage,Meunier,27,188,10089,0.14361702127659576,0.0026761819803746653,7.162109305769219
ligne,David,27,24938,21338,0.0010826850589461866,0.0012653482050801388,-0.9700017640847656
eau,Néron,27,14658,5845,0.0018419975440032747,0.004619332763045338,1.664805763287164
charge,Blanc,27,21218,18918,0.0012725044773305683,0.0014272121788772598,-0.5632792880763324
eau,Chassaing,27,14658,7092,0.0018419975440032747,0.0038071065989847717,1.3858162518074943
chenal,Python,27,1782,1204,0.015151515151515152,0.022425249169435217,6.984292423412971
exploitation,Leroy,27,23160,18071,0.00116580310880829,0.0014941065796026784,-0.6235426339634478
transports,Alexandre,27,13101,18291,0.002060911380810625,0.0014761358044940135,0.18095807381555912
chemin de fer,Berthet,27,13455,3182,0.002006688963210702,0.008485229415461974,2.665620830835768
chemin de fer,Baïhaut,27,13455,2255,0.002006688963210702,0.01197339246119734,3.162427233024072
charge,Carrière,27,21218,4312,0.0012725044773305683,0.006261595547309833,1.570051204575653
transport,Gaston,27,11740,26416,0.0022998296422487223,0.0010221078134463961,-0.19107547121607724
expédition,Jaurès,27,6055,26057,0.004459124690338563,0.0010361898913919484,0.7838991047650092
prix,Doumergue,27,56952,6229,0.0004740834386852086,0.004334564135495264,-0.38505002130692945
travaux publics,Jobert,27,50480,5049,0.00053486529318542,0.0053475935828877,0.09198746977357862
chenal,Renard,27,1782,6981,0.015151515151515152,0.003867640739149119,4.448694104046169
port,Victoire,27,15903,4231,0.001697792869269949,0.00638147010163082,2.0133994253443155
trafic,Allemand,27,5163,6303,0.005229517722254503,0.004283674440742504,3.0613768915390334
eau,Moustier,27,14658,6492,0.0018419975440032747,0.004158964879852125,1.5133457881582113
levée,Augé,27,5853,7547,0.0046130189646335215,0.00357758049556115,2.620545599494408
rivière,Hervé,27,4363,1203,0.00618840247536099,0.022443890274314215,5.693668036142019
transports,Modeste,27,13101,11238,0.002060911380810625,0.002402562733582488,0.8837067202289826
travaux publics,Fallières,27,50480,3147,0.00053486529318542,0.008579599618684462,0.7740079685262601
chemin de fer,Arthur,27,13455,22927,0.002006688963210702,0.00117765080472805,-0.18342101887589418
travaux publics,Cochin,27,50480,14151,0.00053486529318542,0.0019079923680305278,-1.3948469544260693
concurrence,Branche,27,13428,798,0.0020107238605898124,0.03383458646616541,4.663991963774699
rivière,Colly,27,4363,2545,0.00618840247536099,0.010609037328094302,4.6126390223550375
rivière,Chabert,27,4363,5245,0.00618840247536099,0.005147759771210677,3.5693619058534654
exploitation,Antoine,27,23160,18085,0.00116580310880829,0.0014929499585291679,-0.6246598887251402
levée,Engerand,27,5853,8101,0.0046130189646335215,0.0033329218614985803,2.5183488661997586
eau,Vignes,27,14658,1388,0.0018419975440032747,0.019452449567723344,3.7390012201279217
tarif,Robert,27,26583,14009,0.0010156867170748223,0.0019273324291526875,-0.45508894122932375
frais,Guérin,27,37259,6053,0.0007246571298209828,0.004460598050553445,0.2684577523486629
frais,Groussau,27,37259,7466,0.0007246571298209828,0.003616394320921511,-0.03422740524420917
rivière,Colliard,27,4363,6810,0.00618840247536099,0.003964757709251102,3.192649880418662
levée,Mando,27,5853,5191,0.0046130189646335215,0.005201309959545367,3.160436385972584
trains,Germain,27,6378,14182,0.0042333019755409216,0.001903821745875053,1.5865319585835922
levée,Marc,27,5853,12453,0.0046130189646335215,0.0021681522524692846,1.8980274410396487
marché,Berry,27,18427,14759,0.0014652412221197156,0.0018293922352462903,-0.0016472246504769927
ports,Maître,27,14155,7043,0.0019074531967502649,0.003833593639074258,1.4461952255121475
tarif,Anthime,27,26583,3419,0.0010156867170748223,0.007897045919859609,1.5796187068887682
irrigation,Rive,27,1046,1830,0.02581261950286807,0.014754098360655738,7.148898652276249
ports,Thomson,27,14155,12843,0.0019074531967502649,0.002102312543798178,0.5794749719834099
navigation,Suisse,27,9229,6624,0.0029255607324737243,0.004076086956521739,2.1517481451181495
chenal,Roy,27,1782,12866,0.015151515151515152,0.002098554329239857,3.566636126826035
transports,Loyer,27,13101,7012,0.002060911380810625,0.0038505419281232175,1.5641941244336461
travaux publics,Fiori,27,50480,1339,0.00053486529318542,0.020164301717699777,2.006829186500373
chenal,Pasqual,27,1782,5948,0.015151515151515152,0.004539340954942838,4.679723168120255
chenal,Ory,27,1782,2061,0.015151515151515152,0.013100436681222707,6.208783310633417
ligne,Mézières,27,24938,4710,0.0010826850589461866,0.005732484076433121,1.2096242303836413
bassin,Vallée,27,2715,3897,0.009944751381215469,0.006928406466512702,4.682309022833834
prix,Croix,27,56952,4526,0.0004740834386852086,0.005965532479010163,0.07571396651259882
ponts et chaussées,Emile,27,4164,58742,0.006484149855907781,0.0004596370569609479,0.15133460263544146
rivières,Million,27,1922,11828,0.01404786680541103,0.0022827189719310114,3.5788825728005205
chenal,Poullan,27,1782,4070,0.015151515151515152,0.006633906633906634,5.227099021019064
dommages,Philippoteaux,27,9354,2112,0.0028864656831302116,0.01278409090909091,3.781431888917201
travaux publics,César,27,50480,5154,0.00053486529318542,0.005238649592549476,0.06229260996506413
transports,Hérault,27,13101,6717,0.002060911380810625,0.00401965163019205,1.6262030916194303
réseau,Bernard,27,17187,20923,0.0015709547914121139,0.0012904459207570616,-0.4046385051944575
navigation,Roux,27,9229,11968,0.0029255607324737243,0.0022560160427807486,1.298340642729838
prix,Jardins,27,56952,1004,0.0004740834386852086,0.026892430278884463,2.248191281828719
chemin de fer,Provost,27,13455,6205,0.002006688963210702,0.004351329572925061,1.7021234561490963
rivière,Monestier,27,4363,1800,0.00618840247536099,0.015,5.112307772101058
économie,Bois,27,10667,13344,0.0025311709009093464,0.0020233812949640288,0.9324232807933992
levée,l'Ain,27,5853,660,0.0046130189646335215,0.04090909090909091,6.1359109441185975
avantage,Lefèvre,27,9943,12519,0.002715478225887559,0.002156721782890007,1.1258965239160799
exploitation,Vallée,27,23160,3897,0.00116580310880829,0.006928406466512702,1.589697872648959
prix,Balanant,27,56952,3588,0.0004740834386852086,0.007525083612040134,0.41077066086022984
freycinet,Trouvé,27,1606,13717,0.016811955168119553,0.00196836042866516,3.6242601757103134
travaux publics,Antide,27,50480,6351,0.00053486529318542,0.004251299008030231,-0.23899862290406165
économie,Alexandre,27,10667,18291,0.0025311709009093464,0.0014761358044940135,0.47748052286043796
eaux,Antoine,27,11255,18085,0.0023989338071968014,0.0014929499585291679,0.41640930780994057
compagnie,Baïhaut,27,41266,2255,0.0006542916686860854,0.01197339246119734,1.5456160223388564
travaux publics,Grousset,27,50480,6225,0.00053486529318542,0.004337349397590362,-0.2100886900181219
chenal,Belcastel,27,1782,2273,0.015151515151515152,0.011878574571051475,6.067530131354825
port,Bataille,27,15903,5617,0.001697792869269949,0.0048068363895317785,1.6045983081220556
travaux publics,Armand,27,50480,11559,0.00053486529318542,0.0023358422008824295,-1.1029595395560223
compagnie,Yves,27,41266,4528,0.0006542916686860854,0.005962897526501767,0.5398694976497173
train,Bois,27,7462,13344,0.0036183328866255695,0.0020233812949640288,1.4479435034331518
ligne,Berteaux,27,24938,9631,0.0010826850589461866,0.002803447201744367,0.17766568736170976
frais,Asson,27,37259,13969,0.0007246571298209828,0.0019328513136230225,-0.9380487376009694
tarif,Ferdinand,27,26583,18352,0.0010156867170748223,0.001471229293809939,-0.8446722616936623
rivière,Lenoir,27,4363,6738,0.00618840247536099,0.004007123775601068,3.207984250196338
charge,Habert,27,21218,7660,0.0012725044773305683,0.003524804177545692,0.7410639905158392
rivière,Lepère,27,4363,803,0.00618840247536099,0.033623910336239106,6.276832785800781
navigation,Armez,27,9229,7893,0.0029255607324737243,0.0034207525655644243,1.8988770687304293
rivière,Perier,27,4363,5060,0.00618840247536099,0.005335968379446641,3.621167293736423
ligne,Sibille,27,24938,11059,0.0010826850589461866,0.002441450402387196,-0.021797741751291816
concurrence,Henry,27,13428,35408,0.0020107238605898124,0.000762539539087212,-0.8075508358039665
tracé,Long,27,1997,11819,0.013520280420630946,0.002284457229884085,3.5247547497671188
hydraulique,Emile,27,1528,58742,0.01767015706806283,0.0004596370569609479,1.5976601278991098
port,Chaumet,27,15903,5203,0.001697792869269949,0.005189313857389967,1.7150544037239737
compagnie,Picard,27,41266,3721,0.0006542916686860854,0.007256113947863478,0.8230530653558271
exploitation,Lafferre,27,23160,5427,0.00116580310880829,0.004975124378109453,1.111906895475599
travaux publics,Edmond,27,50480,16194,0.00053486529318542,0.0016672841793256763,-1.5894023303633238
maritime,Bataille,27,8890,5617,0.003037120359955006,0.0048068363895317785,2.4436419303988526
rivière,Barodet,27,4363,3611,0.00618840247536099,0.007477153143173636,4.107906258369455
port,Vallée,27,15903,3897,0.001697792869269949,0.006928406466512702,2.1320341795316287
dommages,Paisant,27,9354,3545,0.0028864656831302116,0.007616361071932299,3.034256096148776
frais,Jardins,27,37259,1004,0.0007246571298209828,0.026892430278884463,2.8603488341080885
chemin de fer,Mahy,27,13455,10078,0.002006688963210702,0.002679102996626315,1.0024172101970628
compagnie,Thomson,27,41266,12843,0.0006542916686860854,0.002102312543798178,-0.9641668804364761
compagnie,Soubeyran,27,41266,3821,0.0006542916686860854,0.007066213033237372,0.7847931981240887
frais,Debussy,27,37259,3113,0.0007246571298209828,0.008673305493093478,1.2278025265896813
maritime,Auguste,27,8890,11602,0.003037120359955006,0.0023271849681089467,1.3971401139915594
dommages,Meunier,27,9354,10089,0.0028864656831302116,0.0026761819803746653,1.5253304440279154
eau,Milliaux,27,14658,3582,0.0018419975440032747,0.007537688442211055,2.3712434507202214
avantage,Klotz,27,9943,10928,0.002715478225887559,0.002470717423133236,1.3219864616105408
navigation,Vaillant,27,9229,16341,0.0029255607324737243,0.001652285661832201,0.8490264500558747
charge,Ringuier,27,21218,5751,0.0012725044773305683,0.004694835680751174,1.1545955449388519
prix,Bienaimé,27,56952,5409,0.0004740834386852086,0.004991680532445923,-0.1814113463740067
prix,Treignier,27,56952,4193,0.0004740834386852086,0.006439303601240162,0.1859677209331011
transports,Lauche,27,13101,5317,0.002060911380810625,0.005078051532819259,1.963407654110343
expédition,Ornano,27,6055,10903,0.004459124690338563,0.002476382646977896,2.0408449451645665
chemin de fer,Désir,27,13455,11972,0.002006688963210702,0.0022552622786501837,0.7539623876687144
marché,Poisson,27,18427,2522,0.0014652412221197156,0.01070578905630452,2.5473075690913594
quai,Léon,27,2057,61293,0.013125911521633447,0.0004405070725857765,1.1074329440587625
frais,Marchand,27,37259,1873,0.0007246571298209828,0.014415376401494928,1.9607572038158154
jonction,Jaurès,27,1642,26057,0.016443361753958587,0.0010361898913919484,2.6665719375688957
coût,Louis,27,2990,106741,0.009030100334448161,0.00025294872635632043,-0.2324909541770145
ligne,Sage,27,24938,3154,0.0010826850589461866,0.008560558021559923,1.7881686300932766
eaux,Henry,27,11255,35408,0.0023989338071968014,0.000762539539087212,-0.5528724504479343
frais,Veber,27,37259,5249,0.0007246571298209828,0.005143836921318346,0.47406550584808327
marchandises,Henry,27,12303,35408,0.0021945866861741038,0.000762539539087212,-0.6813165431547886
concurrence,Bataille,27,13428,5617,0.0020107238605898124,0.0048068363895317785,1.8486528124184347
réseau,Alexandre,27,17187,18291,0.0015709547914121139,0.0014761358044940135,-0.21068273283638358
chenal,Prache,27,1782,3750,0.015151515151515152,0.0072,5.345237219902067
approvisionnement,Sens,27,1896,30617,0.014240506329113924,0.0008818630172779828,2.226405165639721
chenal,Monzie,27,1782,3463,0.015151515151515152,0.007796708056598325,5.460105427975445
ponts et chaussées,Mahieu,27,4164,3249,0.006484149855907781,0.008310249307479225,4.327659340065694
canal,Marcel,27,8097,24642,0.0033345683586513525,0.001095690284879474,0.4451902268063756
canal,Léon,27,8097,61293,0.0033345683586513525,0.0004405070725857765,-0.8694127396043113
exploitation,Guesde,27,23160,6615,0.00116580310880829,0.004081632653061225,0.8263206476519571
exploitation,Gustave,27,23160,18476,0.00116580310880829,0.001461355271703832,-0.6555187420310405
canaux,Charles,27,3399,86793,0.00794351279788173,0.00031108499533372505,-0.11899199600037716
ligne,Vieille,27,24938,3670,0.0010826850589461866,0.007356948228882834,1.5695712271532118
eau,Pourquery,27,14658,7661,0.0018419975440032747,0.0035243440804072577,1.2744760667974677
train,Néron,27,7462,5845,0.0036183328866255695,0.004619332763045338,2.6388597674587966
ligne,Loyer,27,24938,7012,0.0010826850589461866,0.0038505419281232175,0.6355252941242489
chenal,Voyer,27,1782,2252,0.015151515151515152,0.011989342806394316,6.080920988092444
fret,Georges,27,2731,93379,0.009886488465763456,0.000289144240139646,0.09116960460448865
marché,Ringuier,27,18427,5751,0.0014652412221197156,0.004694835680751174,1.3580630070302728
gabarit,Joseph,27,115,34672,0.23478260869565218,0.0007787263497923396,6.090220232656547
prix,Francis,27,56952,6079,0.0004740834386852086,0.004441519986839941,-0.3498834676671503
travaux publics,Ajam,27,50480,4339,0.00053486529318542,0.006222631942843973,0.3106225610079415
eau,Pelletan,27,14658,16445,0.0018419975440032747,0.0016418364244451201,0.1724316849834182
levée,Berry,27,5853,14759,0.0046130189646335215,0.0018293922352462903,1.6529258042943562
chemin de fer,Henry,27,13455,35408,0.002006688963210702,0.000762539539087212,-0.8104487846341963
travaux publics,Maunoury,27,50480,6805,0.00053486529318542,0.003967670830271859,-0.33861001456667306
jonction,Lucien,27,1642,18779,0.016443361753958587,0.0014377762394163693,3.1391226902432074
train,Emmanuel,27,7462,15797,0.0036183328866255695,0.0017091852883458884,1.2044840943733828
train,Ernest,27,7462,36247,0.0036183328866255695,0.000744889232212321,0.006273102593227719
bassin,Etienne,27,2715,20688,0.009944751381215469,0.0013051044083526682,2.273950679192617
marché,Lesaché,27,18427,2513,0.0014652412221197156,0.010744130521289296,2.552465173538924
transports,Lefèvre,27,13101,12519,0.002060911380810625,0.002156721782890007,0.7279726992086326
travaux publics,Jacques-Louis,27,50480,3373,0.00053486529318542,0.008004743551734361,0.6739528288065574
jonction,Marcel,27,1642,24642,0.016443361753958587,0.001095690284879474,2.7471235772165787
eau,Augé,27,14658,7547,0.0018419975440032747,0.00357758049556115,1.296105513836178
capacité,Del,27,2638,29267,0.01023502653525398,0.0009225407455495951,1.814977622341309
rivière,Candace,27,4363,3519,0.00618840247536099,0.0076726342710997444,4.145139164568431
avantage,Parfait,27,9943,4257,0.002715478225887559,0.006342494714587738,2.6821068551189238
ligne,Bail,27,24938,9430,0.0010826850589461866,0.002863202545068929,0.208093519321328
canaux,Esprit,27,3399,30501,0.00794351279788173,0.0008852168781351431,1.3897301522266166
tonnage,André,27,3313,37455,0.008149713250830063,0.0007208650380456547,1.1304005320768502
marchandises,Constant,27,12303,15424,0.0021945866861741038,0.0017505186721991702,0.5175818564162612
frais,Empereur,27,37259,4698,0.0007246571298209828,0.005747126436781609,0.6340613900466638
travaux publics,Nadi,27,50480,3525,0.00053486529318542,0.007659574468085106,0.6103618896511654
tonnage,Février,27,3313,28173,0.008149713250830063,0.0009583643914386114,1.5412456568874409
travaux publics,Bienaimé,27,50480,5409,0.00053486529318542,0.004991680532445923,-0.0073767503288138464
rivière,Berger,27,4363,10846,0.00618840247536099,0.0024893970127235847,2.521213508302887
prix,Moutet,27,56952,5306,0.0004740834386852086,0.005088578967206936,-0.15367412444920486
prix,Mas,27,56952,4371,0.0004740834386852086,0.0061770761839396015,0.12598717299382228
tarif,Vaillant,27,26583,16341,0.0010156867170748223,0.001652285661832201,-0.6772312382394373
préférence,Del,27,2526,29267,0.010688836104513063,0.0009225407455495951,1.8775675478053013
travaux publics,Lorin,27,50480,1128,0.00053486529318542,0.023936170212765957,2.2542180794258906
rivière,Boysset,27,4363,4382,0.00618840247536099,0.006161570059333638,3.828715194327873
prix,Merveilleux,27,56952,986,0.0004740834386852086,0.02738336713995943,2.2742909994015794
bateau,Bouisson,27,2391,8396,0.011292346298619825,0.0032158170557408288,3.7583088556908133
correspondance,Del,27,2636,29267,0.01024279210925645,0.0009225407455495951,1.816071816584802
travaux publics,Mougeot,27,50480,4918,0.00053486529318542,0.005490036600244001,0.12991341222860167
lutte,Foyer,26,6409,2364,0.004056795131845842,0.010998307952622674,4.109848062975683
travaux publics,Morinaud,26,50480,4714,0.0005150554675118859,0.005515485787017395,0.13658560455214017
ports,Belle,26,14155,4970,0.0018368067820558106,0.005231388329979879,1.8946916724294611
réseau,Maître,26,17187,7043,0.0015127712806190725,0.0036916086894789152,1.1117414471295264
embranchement,Nord,26,678,62683,0.038348082595870206,0.0004147855080324809,2.6218178663317997
rivière,Castelin,26,4363,5475,0.005959202383680954,0.004748858447488584,3.452997929919821
rivière,Casimir,26,4363,4939,0.005959202383680954,0.005264223527029763,3.601637925917275
travaux publics,Bazille,26,50480,2431,0.0005150554675118859,0.0106951871657754,1.0919874697735785
économie,Rouvier,26,10667,9494,0.0024374238305052967,0.0027385717295133768,1.3690787357862544
prix,Mérillon,26,56952,1440,0.00045652479280797864,0.018055555555555554,1.67343395542744
port,Dessein,26,15903,3544,0.0016349116518895807,0.007336343115124154,2.214571723123271
frais,Dupuy,26,37259,15067,0.0006978179768646501,0.001725625539257981,-1.1016599651110797
préférence,Jules,26,2526,116598,0.010292953285827395,0.00022298838745089968,-0.17107650282273193
tarif,Berger,26,26583,10846,0.0009780686905164955,0.002397197123363452,-0.14034582471542248
navigation,Thomson,26,9229,12843,0.0028172066312709934,0.0020244491162500974,1.1420926976770225
travaux publics,Batut,26,50480,6356,0.0005150554675118859,0.0040906230333543105,-0.2945817615462116
gare,Henry,26,7347,35408,0.003538859398393902,0.0007342973339358337,0.008018642586072891
gare,Désir,26,7347,11972,0.003538859398393902,0.002171734046107584,1.5724298148889837
marchandises,Viollette,26,12303,6193,0.002113305697797285,0.004198288390117875,1.7796006779063196
dommages,Auriol,26,9354,8827,0.0027795595467179817,0.0029455081001472753,1.663670741867454
travaux publics,Médecin,26,50480,5520,0.0005150554675118859,0.004710144927536232,-0.09113090386322392
prix,Magne,26,56952,3625,0.00045652479280797864,0.007172413793103448,0.34152177196745526
tarif,Thomson,26,26583,12843,0.0009780686905164955,0.0020244491162500974,-0.38416499061828946
obstruction,Esprit,26,1042,30501,0.02495201535508637,0.0008524310678338415,3.041037452467404
prix,Lugol,26,56952,3328,0.00045652479280797864,0.0078125,0.4648473336160223
prix,Maux,26,56952,792,0.00045652479280797864,0.03282828282828283,2.5359304316775053
levée,Félix,26,5853,15936,0.004442166410387836,0.0016315261044176706,1.4877834422739553
ports,Sion,26,14155,6115,0.0018368067820558106,0.004251839738348324,1.5955850254643607
concession,Eugène,26,8983,15927,0.002894356005788712,0.0016324480442016702,0.8705773922979808
bief,Fernand,26,118,32167,0.22033898305084745,0.0008082817794634252,6.10680911697115
port,Sembat,26,15903,14261,0.0016349116518895807,0.0018231540565177757,0.20594708313400456
ligne,Bel,26,24938,1998,0.00104258561231855,0.013013013013013013,2.3923469230689927
charge,Lefèvre,26,21218,12519,0.0012253746818738807,0.0020768431983385254,-0.022086822678769262
circulation,Camille,26,6364,40165,0.004085480829666876,0.0006473297647205278,0.033376561277048515
prix,Ajam,26,56952,4339,0.00045652479280797864,0.005992164093109011,0.08214018094037215
travaux publics,Graux,26,50480,4818,0.0005150554675118859,0.005396430053964301,0.10510296956383676
eau,Armez,26,14658,7893,0.0017737754127438942,0.003294058026099075,1.1769872547967608
travaux publics,Métin,26,50480,2405,0.0005150554675118859,0.010810810810810811,1.107500469144903
voie ferrée,Louis,26,1282,106741,0.0202808112324493,0.00024358025500979005,0.9348104842673354
chenal,Hubert,26,1782,10260,0.014590347923681257,0.00253411306042885,3.8387212056558804
rivière,Boudoint,26,4363,1280,0.005959202383680954,0.0203125,5.549713084408356
quai,Del,26,2057,29267,0.012639766650461837,0.000888372569788499,2.119432609045543
distribution,Morel,26,5556,19659,0.004679625629949604,0.0013225494684368482,1.2600127365795293
